"Vessel Name","Destination Port","Reported Eta","Arrived At","Capacity - Dwt","Vessel Type - Generic",Flag,"Current Port","Reported Destination","Navigational Status",Build,Length,Width,"Current Port Country","Draught Max","Draught Min","Vessel Type - Detailed","Launch Date",Imo,Eni,Mmsi,"Global Area","Local Area","Current Port Unlocode"
"STAR EMILY",ITAQUI,"2024-03-25 21:00:00","2024-03-25 23:14:00",76417,Cargo,"Marshall Is","SAO LUIS ANCH","BR ITQ","At Anchor",2004,225.0,32.3,BR,15.2,5.8,"Bulk Carrier",,9284908,,538002117,"East Coast South America","East Coast South America",
ZIJLBORG,KOKKOLA,"2024-03-25 21:00:00","2024-03-25 19:08:00",7901,Cargo,Netherlands,KOKKOLA,FIKOK,Moored,2001,119.0,15.0,FI,7.6,3.9,"General Cargo",,9229075,,244830834,"Baltic Sea","Bothnia Gulf",FIKOK
"MHV 812 HERCULES",KOLDING,"2024-03-25 21:00:00","2024-03-25 20:14:00",,"Special Craft",Denmark,KOLDING,KOLDING,Moored,1997,22.0,6.0,DK,2.5,2.5,"Search & Rescue",,0,,219000193,"Baltic Sea",Kattegat,DKKOL
VELSHEDA,ANTIGUA,"2024-03-25 21:00:00","2024-03-25 23:36:00",,"Pleasure Craft","United Kingdom",ANTIGUA,ANTIGUA,Moored,1933,39.4,6.6,AG,4.9,4.9,Yacht,,1006001,,234429000,"Caribbean Sea","Caribbean Sea",AGANU
SOCRATIS,GDYNIA,"2024-03-25 21:00:00","2024-03-25 21:32:00",58609,Cargo,"Marshall Is",GDYNIA,PLGDY,Moored,2010,196.0,32.3,PL,13.3,5.0,"Bulk Carrier",,9452517,,538004843,"Baltic Sea","Baltic Sea",PLGDY
"SIUANA ARCTICA",NUUK,"2024-03-25 21:00:00","2024-03-25 22:55:00",2300,Cargo,Denmark,NUUK,NUUK,Moored,2020,67.0,16.0,GL,6.0,4.0,Reefer,2020-02-04,9854636,0,219027854,"North Atlantic","North Atlantic",GLGOH
VIENTO,SLUISKIL,"2024-03-25 21:00:00","2024-03-25 20:57:00",,Cargo,Netherlands,,SLUISKIL,"Underway using Engine",,110.0,10.5,,3.9,0.1,"Inland Cargo",,0,02338635,244969909,"UK Coast & Atlantic","North Sea",
TIREA,RIJEKA,"2024-03-25 21:00:00","2024-03-25 19:28:00",112,"Pleasure Craft",Malta,RIJEKA,RIJEKA,Moored,2011,45.0,9.0,HR,3.2,2.7,Yacht,2010-03-21,1010791,,215981000,"Adriatic Sea","Adriatic Sea",HRRJK
ZHONGHAIYUANHANG,YUEYANG,"2024-03-25 21:00:00","2024-03-25 16:22:00",,Cargo,China,YUEYANG,YUEYANG,"Class B",,89.0,14.0,CN,6.2,1.3,"Other Cargo",,0,0,413860637,"Inland, China","Inland, China",CNYYA
"BADGER ISLAND",ULSAN,"2024-03-25 21:00:00","2024-03-27 07:08:00",58086,Cargo,"Hong Kong",ONSAN,"KR ULS",Moored,2013,190.0,32.3,KR,13.1,5.8,"Bulk Carrier",2013-08-08,9578294,0,477886200,"North China","North China",KRONS
"FRONT COUGAR","SAO LUIS","2024-03-25 21:00:00","2024-03-25 22:42:00",109896,Tanker,"Marshall Is","SAO LUIS ANCH","SAO LUIS","At Anchor",2016,249.9,44.0,BR,15.0,6.4,"Crude Oil Tanker",,9686649,,538006608,"East Coast South America","East Coast South America",
"ELISA S",ROTTERDAM,"2024-03-25 21:08:00","2024-03-25 20:21:00",,Tanker,Belgium,ROTTERDAM,"ROTTERDAM NECKARHAV",Moored,2015,135.0,17.5,NL,3.9,0.1,"Inland Tanker",,0,06105535,205530290,"UK Coast & Atlantic","Rotterdam Area",NLRTM
"MYRDOMA F",MADRYN,"2024-03-25 21:30:00","2024-03-26 00:33:00",277,Fishing,Argentina,,"PUERTO MADRYN",Underway,1996,39.4,8.5,,4.6,3.5,Trawler,,9149093,,701097000,"East Coast South America","East Coast South America",
"FOREVER HAPPY",SHUAIBA,"2024-03-25 21:30:00","2024-03-26 00:24:00",42717,Cargo,"St Kitts Nevis",SHUAIBA,"KW SAA",Moored,1997,181.5,30.5,KW,12.0,4.6,"Bulk Carrier",,9146613,,341472001,"Arabian Gulf","Persian Gulf",KWSAA
TETIDE,FORMIA,"2024-03-25 21:30:00","2024-03-25 20:19:00",500,Passenger,Italy,FORMIA,"IT FOM",Moored,1989,71.2,14.0,IT,3.6,3.0,"Ro-Ro/Passenger Vessel",,8809074,,247043100,"West Mediterranean","Tyrrhenian Sea",ITFOM
NOTREDAMEDELAJOIE,DOUARNENEZ,"2024-03-25 21:38:00","2024-03-25 19:54:00",,Fishing,France,DOUARNENEZ,,Stopped,,0.0,0.0,FR,,,"Other Fishing",,0,,227318020,"UK Coast & Atlantic","Biscay Bay",FRDRZ
PORTUNUS,"KINGS LYNN","2024-03-25 22:00:00","2024-03-25 22:05:00",,Fishing,"United Kingdom",,"KINGS LYNN","Underway using Engine",,18.0,6.0,,2.5,2.5,"Other Fishing",,0,0,235001719,"UK Coast & Atlantic","North Sea",
"PRINCESS H",TRIPOLI,"2024-03-25 22:00:00","2024-03-25 21:40:00",2934,Cargo,Togo,"TRIPOLI ANCH",TRIPOLI,"At Anchor",1985,92.0,14.0,LB,6.0,2.7,"General Cargo",,8411190,,671356100,"East Mediterranean","East Mediterranean",
"DON FRANCO","MAR DEL PLATA","2024-03-25 22:00:00","2024-03-25 23:25:00",,Fishing,Argentina,"MAR DEL PLATA","MAR DEL PLATA",Stopped,,21.0,6.0,AR,3.0,3.0,"Other Fishing",,0,,701006640,"East Coast South America","East Coast South America",ARMDQ
"JAG PUNIT","PANAMA CANAL","2024-03-25 22:00:00","2024-03-27 10:05:00",49717,Tanker,India,,PANAMA,"Underway using Engine",2015,183.0,32.5,,13.0,6.3,"Oil/Chemical Tanker",,9709984,0,419001087,"Caribbean Sea","Caribbean Sea",
"CAPTAIN YUSIF",CONSTANTA,"2024-03-25 22:00:00","2024-03-26 01:52:00",4185,Cargo,"Sierra Leone",CONSTANTA,ROCND,Moored,1985,103.5,16.5,RO,7.2,3.2,"General Cargo",,8509818,,667005082,"Black Sea","Black Sea",ROCND
"URSA MAJOR","ST PETERSBURG","2024-03-25 22:00:00","2024-03-25 18:33:00",9400,Cargo,Russia,"ST PETERSBURG",RULED,Moored,2009,142.5,23.2,RU,7.6,4.5,"General Cargo",,9538892,,273396130,"Baltic Sea","Finland Gulf",RULED
"CHINA STEEL SUCCESS",KAOHSIUNG,"2024-03-25 22:00:00","2024-03-25 23:49:00",209988,Cargo,Panama,KAOHSIUNG,"KHH,TW",Moored,2015,300.0,50.0,TW,18.5,5.8,"Bulk Carrier",2015-05-13,9737814,,352001989,"South China","South China",TWKHH
"MARIO C","LA PALLICE","2024-03-25 22:00:00","2024-03-25 23:21:00",13000,Cargo,Malta,"LA PALLICE","FR LRH",Moored,2019,130.0,22.0,FR,8.9,5.0,"General Cargo",,9364526,0,248401000,"UK Coast & Atlantic","Biscay Bay",FRLPE
MOONSHOT,"PALM BEACH","2024-03-25 22:00:00","2024-03-25 21:38:00",,"Pleasure Craft",USA,"PALM BEACH","PALM BEACH",Moored,,28.0,7.0,US,3.2,2.0,"Other Pleasure Craft",,0,0,368186160,"US East Coast","US East Coast",USPAB
"GREEN COOLER",TEMA,"2024-03-25 22:00:00","2024-03-26 06:49:00",6123,Cargo,Bahamas,TEMA,"GH TEM",Moored,1990,109.0,18.0,GH,8.0,4.0,Reefer,,8804543,,311011400,"West Africa","Gulf of Guinea",GHTEM
ALBERT,TUXPAN,"2024-03-25 22:00:00","2024-03-26 15:02:00",54354,Tanker,Panama,"TUXPAN ANCH","MX TUX","At Anchor",2014,225.0,36.0,MX,12.2,5.2,"LPG Tanker",,9682447,,371353000,"Gulf of Mexico","Gulf of Mexico",
ALPS,SHUAIBA,"2024-03-25 22:00:00","2024-03-25 16:27:00",71535,Cargo,Panama,"SHUAIBA ANCH","KW SAA","At Anchor",1994,223.7,32.2,KW,13.8,6.0,"Bulk Carrier",,9047087,,356911000,"Arabian Gulf","Persian Gulf",
ABLE,YOKOHAMA,"2024-03-25 22:30:00","2024-03-26 00:21:00",661,"Special Craft",USA,,"JP YOK OS","Underway using Engine",1992,71.5,24.4,,7.6,6.5,"Research/Survey Vessel",,8923143,,367837000,"Japan Coast","Japan Coast",
"CHEMICAL CONTENDER",ASHDOD,"2024-03-25 22:30:00","2024-03-25 22:01:00",15945,Tanker,Liberia,ASHDOD,"IL ASH",Moored,2018,134.0,21.6,IL,10.3,4.4,"Oil/Chemical Tanker",2018-08-24,9847140,0,636018895,"East Mediterranean","East Mediterranean",ILASH
"KEN SKY",CHITTAGONG,"2024-03-25 22:30:00","2024-03-26 01:10:00",28390,Cargo,Panama,CHITTAGONG,"BD CGP",Moored,2011,169.4,27.2,BD,10.6,5.0,"Bulk Carrier",2011-11-03,9604756,,374589000,"East Coast India","Bengal Bay",BDCGP
ULLA,MALOY,"2024-03-25 22:30:00","2024-03-25 21:19:00",710,Cargo,Denmark,MALOY,NOMAY,Moored,1989,64.6,10.8,NO,6.4,2.8,Reefer,1989-10-14,8906559,,219026522,"Norwegian Coast","North Sea",NOMAY
SELFOSS,REYKJAVIK,"2024-03-25 22:30:00","2024-03-25 22:45:00",7978,Cargo,"Faroe Is",REYKJAVIK,ISREY,Moored,2008,129.6,20.8,IS,8.0,4.7,"Container Ship",2008-06-01,9433456,,231123000,"North Atlantic",Iceland,ISREY
DRUZHNYY,PETROPAVLOVSK,"2024-03-25 22:43:00","2024-03-25 17:32:00",88,Fishing,Russia,PETROPAVLOVSK,P-KAMCHATSKIY,Stopped,1981,34.0,7.0,RU,2.8,2.3,"Fishing Vessel",,8033261,,273858200,"CIS Pacific","Bering Sea",RUPKC
WANHUAHANG077,SANSHAN,"2024-03-25 22:49:00","2024-03-27 20:30:00",,Tanker,China,SANSHAN,O7J,Stopped,,59.0,12.0,CN,2.8,1.4,"Other Tanker",,0,0,413826779,"Inland, China","Inland, China",CNNHS
"BERGE DOI INTHANON",KAOHSIUNG,"2024-03-25 22:50:00","2024-03-25 23:47:00",63685,Cargo,Panama,KAOHSIUNG,"TW KHH",Moored,2021,200.0,32.0,TW,14.0,5.0,"Bulk Carrier",2021-01-26,9908451,0,352411000,"South China","South China",TWKHH
THAMESMEER,GRAVESEND,"2024-03-25 22:50:00","2024-03-25 22:28:00",,Tug,"United Kingdom",GRAVESEND,"WORKING RIVER THAMES",Moored,,14.0,4.0,GB,2.1,1.4,"Inland Tug",,0,0,235113006,"UK Coast & Atlantic","North Sea",GBGVS
LION,COTONOU,"2024-03-25 23:00:00","2024-03-25 22:37:00",25414,Cargo,Malta,DAKAR,COTONOU,Stopped,2000,188.6,26.5,SN,11.0,5.5,"Container Ship",1999-01-06,9208356,,229247000,"West Africa","West Africa",SNDKR
DUQUECO,IQUIQUE,"2024-03-25 23:00:00","2024-03-25 21:15:00",1267,Fishing,Chile,IQUIQUE,IQUIQUE,Stopped,1993,58.1,10.1,CL,6.5,4.0,"Fishing Vessel",,9083809,,725000440,"West South America","West South America",CLIQQ
SEACHAMPION,SANTOS,"2024-03-25 23:00:00","2024-03-25 23:19:00",82032,Cargo,Malta,"SANTOS ANCH","BR SSZ","At Anchor",2022,228.9,32.0,BR,14.2,7.0,"Bulk Carrier",,9936939,0,256053000,"East Coast South America","East Coast South America",
"SVITZER ALMA",GRANGEMOUTH,"2024-03-25 23:00:00","2024-03-26 01:14:00",320,Tug,"United Kingdom",GRANGEMOUTH,GRANGEMOUTH:TOWAGE,Stopped,1996,29.3,11.9,GB,5.6,5.3,Tug,,9141144,,232002712,"UK Coast & Atlantic","North Sea",GBGRG
TUNDRA,MACEIO,"2024-03-25 23:00:00","2024-03-25 23:55:00",30892,Cargo,Cyprus,"MACEIO ANCH",MACEIO,"At Anchor",2009,185.0,24.0,BR,10.7,5.1,"Bulk Carrier",2009-07-25,9415208,,209015000,"East Coast South America","East Coast South America",
"GREAT CENTURY","CAM PHA","2024-03-25 23:00:00","2024-03-26 01:41:00",61441,Cargo,"Hong Kong","CAM PHA ANCH",CAMPHA,"At Anchor",2017,199.9,32.2,VN,13.6,4.9,"Bulk Carrier",,9796999,0,477021700,"South-East Asia","South-East Asia",
HIVACH,TOKYO,"2024-03-25 23:00:00",,387,Fishing,Russia,,"SEA OF JAPAN","Underway using Engine",1991,55.2,8.7,,4.9,4.2,"Fishing Vessel",,9033141,0,273212230,"CIS Pacific","Okhotsk Sea",
"SHENG HANG HUA 6",DUMAI,"2024-03-25 23:30:00","2024-03-25 21:49:00",7469,Tanker,China,PELINTUNG,"DUMAI ID",Stopped,2022,119.9,18.0,ID,7.3,4.8,"Oil/Chemical Tanker",,9965203,0,413393960,Indonesia,"Malacca Strait",
"TAURUS TUNA",BALBOA,"2024-03-25 23:55:00","2024-03-25 22:28:00",,Fishing,Venezuela,BALBOA,BALBOA,Stopped,1972,78.6,12.1,PA,9.2,5.6,"Fishing Vessel",,7230422,,775628000,"West Coast Central America","Panama Canal",PABLB
"GREAT WHITE",COATZACOALCOS,"2024-03-25 23:59:00","2024-03-25 23:03:00",49999,Tanker,"Marshall Is",COATZACOALCOS,MXPAJ,Moored,2009,183.2,32.2,MX,12.5,6.5,"Oil/Chemical Tanker",,9392793,,538010449,"Gulf of Mexico","Gulf of Mexico",MXCOA
"IMABARI LOGGER","SAN LORENZO","2024-03-26 00:00:00","2024-03-26 00:09:00",37478,Cargo,"Hong Kong","SAN LORENZO","AR SLO",Moored,2014,180.0,29.8,AR,11.3,5.4,"Bulk Carrier",2014-03-06,9663855,,477300100,"Inland, South America","Inland, South America",ARSLO
"CANARA PROGRESS",KARWAR,"2024-03-26 00:00:00","2024-03-26 09:08:00",238,Tug,India,KARWAR,KARWAR,Stopped,1993,32.0,9.5,IN,3.5,3.0,Tug,,9107588,0,419000510,"West Coast India","West Coast India",INKRW
"NIKOLAS XL","KING ABDULLAH","2024-03-26 00:00:00","2024-03-26 01:18:00",82595,Cargo,"Marshall Is","KING ABDULLAH","KING ABDULLAH",Moored,2006,229.0,32.3,SA,15.4,5.7,"Bulk Carrier",,9311165,,538007280,"Red Sea","Red Sea",SAKAC
"TB SEREIA 72",SAMARINDA,"2024-03-26 00:00:00","2024-03-26 03:04:00",,Tug,Indonesia,,SAMARINDA,Underway,2023,27.0,8.0,,4.5,3.0,Tug,,1037359,0,525601692,Indonesia,"Java Sea",
LUJININGHUO7276,SHANGHAI,"2024-03-26 00:00:00","2024-03-27 04:58:00",,Cargo,China,SHANGHAI,SHANGHAI,"At Anchor",,63.0,13.0,CN,3.5,1.5,"Other Cargo",,0,0,413841627,"Central China","East China Sea",CNSHG
"BW LILAC","RAS LAFFAN","2024-03-26 00:01:00","2024-03-25 20:25:00",95978,Tanker,Malta,"RAS LAFFAN ANCH","QA RLF","At Anchor",2018,295.0,46.4,QA,12.1,7.3,"LNG Tanker",2017-08-19,9758076,0,248587000,"Arabian Gulf","Persian Gulf",
NEMAN,"KAVKAZ SOUTH ANCH","2024-03-26 00:19:00","2024-03-26 11:28:00",3355,Cargo,Russia,,KAVKAZAZOVKAVKAZ,Underway,1969,114.0,13.2,,3.8,2.4,"General Cargo",,7005554,,273315300,"Black Sea","Azov Sea",
"M.H. THAMRIN",BENGKULU,"2024-03-26 00:30:00","2024-03-26 00:35:00",,Other,Indonesia,,"PULAUBAAI BENGKULU","Underway using Engine",,63.0,12.0,,2.9,2.6,"Other Special Craft",,9845594,0,525100895,Indonesia,"Java Sea",
"FEDERAL SHIMANTO",MONTOIR,"2024-03-26 00:30:00","2024-03-25 22:42:00",32787,Cargo,"Marshall Is",MONTOIR,MONTOIR,Moored,2001,190.4,23.6,FR,11.1,5.3,"Bulk Carrier",,9218404,,538004244,"UK Coast & Atlantic","Biscay Bay",FRMTX
"SEASTAR VULCAN",BEIRA,"2024-03-26 00:30:00","2024-03-26 01:04:00",39810,Cargo,Gibraltar,BEIRA,"BEIRA, MOZAMBIQUE","At Anchor",2015,180.0,30.0,MZ,11.6,5.2,"Bulk Carrier",,9681900,,236741000,"East Africa","East Africa",MZBEW
VOLCAN,RESISTANCIA,"2024-03-26 00:56:00","2024-03-25 20:30:00",,Other,Argentina,,CORRIENTES,Stopped,,38.0,10.0,,9.0,9.0,"Other Special Craft",,0,0,701006902,"Inland, South America","Inland, South America",
ARGO,SHARJAH,"2024-03-26 01:00:00","2024-03-25 22:34:00",9915,Tanker,Gabon,SHARJAH,"AE SHJ",Moored,2010,119.9,20.0,AE,7.9,3.2,"Oil Products Tanker",,9572111,,626185000,"Arabian Gulf","Persian Gulf",AESHJ
OLYMPIA.GR,PENANG,"2024-03-26 01:00:00","2024-03-26 05:26:00",61222,Cargo,"Marshall Is",PENANG,"MY PRA","At Anchor",2018,199.9,32.0,MY,13.5,5.8,"Bulk Carrier",2017-06-22,9817523,0,538009122,Indonesia,"Malacca Strait",MYPEN
"WILSON AVONMOUTH",AVILES,"2024-03-26 01:00:00","2024-03-26 02:34:00",3594,Cargo,Barbados,AVILES,ESAVS,Moored,2010,88.2,12.5,ES,5.6,2.6,"General Cargo",2010-03-23,9313747,,314604000,"UK Coast & Atlantic","Biscay Bay",ESAVS
"PRINS DER NEDERLANDEN",MALE,"2024-03-26 01:00:00","2024-03-26 01:44:00",25792,"Special Craft",Cyprus,"MALE ANCH",MALE,"Restricted Manoeuvrability",2004,201.0,28.0,MV,12.8,4.0,Dredger,,9263899,,212640000,"West Coast India","West Coast India",
AMABIKO,VANCOUVER,"2024-03-26 01:00:00","2024-03-26 06:54:00",82835,Cargo,Panama,"VANCOUVER ANCH",CAVAN,"At Anchor",2023,229.0,32.0,CA,13.1,6.9,"Bulk Carrier",2023-06-20,9971898,0,352002960,"West Coast Canada","West Coast Canada",CABIN
"MYS ORLOVA",BUSAN,"2024-03-26 01:00:00","2024-03-27 03:07:00",1167,Fishing,Russia,BUSAN,PUSAN,Moored,1994,64.1,13.3,KR,7.8,6.4,"Fishing Vessel",,9053294,,273893000,"North China","North China",KRPUS
AINE,SKAGEN,"2024-03-26 01:00:00","2024-03-26 22:41:00",1300,Fishing,Ireland,SKAGEN,SKAGEN,Moored,2017,56.2,12.6,DK,7.5,6.2,"Fishing Vessel",2017-03-31,9794886,0,250004765,"Baltic Sea",Skagerrak,DKSKA
"UMIT G",TUZLA,"2024-03-26 01:00:00","2024-03-26 00:47:00",4495,Cargo,Panama,TUZLA,TRTUZ,Moored,1991,95.7,14.5,TR,7.1,3.0,"General Cargo",,9041124,,352001539,"Black Sea","Marmara Sea",TRTUZ
"GOLDEN SAPLING",HAMRIYA,"2024-03-26 01:00:00","2024-03-26 00:51:00",19455,Tanker,"Hong Kong",HAMRIYA,"AE HAM",Moored,1999,147.8,24.0,AE,10.1,4.7,"Chemical Tanker",1998-10-26,9185841,,477963900,"Arabian Gulf","Persian Gulf",AEHAM
"GAZ VICTORY","LAKONIKOS GULF","2024-03-26 01:00:00","2024-03-27 10:09:00",17672,Tanker,Panama,,"LAKONIKOS GULF","Underway using Engine",2010,155.0,23.1,,9.3,5.9,"LPG Tanker",,9458171,,355213000,"East Mediterranean","Aegean Sea",
"V TRE",MOBILE,"2024-03-26 01:00:00","2024-03-27 05:48:00",37888,Cargo,Malta,MOBILE,"US MOB",Moored,2017,181.0,30.0,US,11.3,5.0,"Bulk Carrier",,9706580,0,248010000,"Gulf of Mexico","Gulf of Mexico",USMOB
ASAHI,ONOMICHIITOZAKI,"2024-03-26 01:20:00","2024-03-26 00:54:00",1215,Tanker,Japan,ONOMICHIITOZAKI,"JP ONX","At Anchor",2019,64.0,10.0,JP,4.8,2.2,"Chemical Tanker",,9868027,0,431013102,"Japan Coast","Japan Coast",JPONX
CHIKUMA,SHIMIZU,"2024-03-26 01:30:00","2024-03-26 03:01:00",7303,Cargo,Panama,SHIMIZU,"JP SMZ",Moored,2013,134.1,20.2,JP,7.2,4.1,Reefer,2012-11-30,9666493,,371500000,"Japan Coast","Japan Coast",JPSMZ
"SOFIA R",ALGER,"2024-03-26 01:30:00","2024-03-26 01:26:00",36093,Cargo,Liberia,"ALGER ANCH","DZ ALG","At Anchor",2012,186.4,27.8,DZ,11.2,5.2,"Bulk Carrier",,9530967,,636015406,"West Mediterranean","West Mediterranean",
"JACK NEWMAN","SAN JUAN","2024-03-26 02:00:00","2024-03-26 05:21:00",,Tug,USA,,"SAN JUAN P.R","Underway using Engine",1963,25.0,7.6,,3.0,3.0,Tug,,8332069,0,368105470,"Caribbean Sea","Caribbean Sea",
"MOUNT TROODOS","HONG KONG","2024-03-26 02:00:00","2024-03-26 04:27:00",181383,Cargo,Cyprus,"HONG KONG","HK HKG",Moored,2009,292.0,45.0,HK,18.4,6.6,"Bulk Carrier",,9402287,,209384000,"South China","South China",HKHKG
"EAGLE BRASILIA",ROTTERDAM,"2024-03-26 02:00:00","2024-03-26 12:08:00",113400,Tanker,Singapore,SCHIEDAM,ROTTERDAM,Moored,2019,249.8,43.8,NL,15.0,7.0,"Oil Products Tanker",2018-06-12,9795062,0,563074600,"UK Coast & Atlantic","Rotterdam Area",NLSCI
"LILA NORFOLK",DALIAN,"2024-03-26 02:00:00","2024-03-26 04:13:00",170000,Cargo,Liberia,DALIAN,CNDAG,Moored,2006,289.0,45.0,CN,17.9,5.4,"Bulk Carrier",,9281700,,636023091,"North China","Yellow Sea",CNDLC
"HAFNIA ASIA",HOUSTON,"2024-03-26 02:00:00","2024-03-26 03:30:00",74490,Tanker,Malta,"HOUSTON ANCH","HOUSTON OPL","At Anchor",2010,228.0,32.2,US,14.4,7.0,"Oil Products Tanker",2009-12-31,9467809,,248949000,"Gulf of Mexico","Gulf of Mexico",
"BOSTON HARMONY",SAVANNAH,"2024-03-26 02:00:00","2024-03-26 03:53:00",38561,Cargo,Panama,"SAVANNAH ANCH",USSAV,"At Anchor",2015,182.9,31.0,US,10.5,5.1,"Bulk Carrier",2015-06-15,9755701,,374803000,"US East Coast","US East Coast",
"BAHARI II",SURABAYA,"2024-03-26 02:00:00","2024-03-25 20:13:00",1584,Cargo,Indonesia,GRESIK,SURABAYA,Stopped,1986,72.8,11.5,ID,5.8,3.0,"General Cargo",,8605428,0,525022316,Indonesia,"Java Sea",IDGRE
"FIGALIA NAVIGATOR","SUBIC BAY","2024-03-26 02:30:00","2024-03-26 03:15:00",81480,Cargo,Greece,"SUBIC BAY","PH SFS",Moored,2012,229.1,32.3,PH,14.0,5.0,"Bulk Carrier",,9588304,,241163000,Philippines,Philippines,PHSFS
KPENGGANO5015,"JAKARTA ANCH","2024-03-26 02:47:00","2024-03-26 00:52:00",,"Special Craft",Indonesia,"JAKARTA ANCH",,"Underway using Engine",,37.0,7.0,ID,2.7,2.7,"Other Special Craft",,0,0,525205015,Indonesia,"Java Sea",
CYNTHIA,ANTWERP,"2024-03-26 02:52:00","2024-03-26 12:49:00",,Tanker,Switzerland,ANTWERP,"ANTWERPEN 2E HAVENDO",Moored,,110.0,10.5,BE,3.4,1.3,"Inland Tanker",,0,07001733,269057131,"UK Coast & Atlantic","Antwerp Area",BEANR
"PM HAYABUSA II","PORT KLANG","2024-03-26 03:00:00","2024-03-26 01:53:00",63883,Cargo,Liberia,"PORT KLANG","MY PKG",Moored,2022,200.0,32.0,MY,14.0,6.4,"Bulk Carrier",2022-01-14,9926477,0,636021563,Indonesia,"Malacca Strait",MYPKG
"PVT DOLPHIN",HAMRIYA,"2024-03-26 03:00:00","2024-03-26 06:46:00",45888,Tanker,Vietnam,HAMRIYA,AEHAM,Moored,2004,179.9,32.2,AE,12.2,6.5,"Oil Products Tanker",2004-08-11,9288277,,574284000,"Arabian Gulf","Persian Gulf",AEHAM
"KURT PAUL","LIHIR ISLAND","2024-03-26 03:00:00","2024-03-26 19:25:00",17353,Cargo,"Antigua Barbuda","LIHIR ISLAND","LIHIR PNG","Underway using Engine",2009,143.1,23.1,PG,10.1,3.4,"General Cargo",2008-12-15,9435856,0,305361000,Philippines,Philippines,PGLNV
"GAS BARBAROSSA",YEOSU,"2024-03-26 03:00:00","2024-03-26 06:12:00",53759,Tanker,Panama,YEOSU,KRYOS,Moored,2021,230.0,32.0,KR,12.1,5.5,"LPG Tanker",2021-02-27,9903762,0,355369000,"North China","East China Sea",KRYOS
SERIFOS,DUBAI,"2024-03-26 03:00:00","2024-03-26 04:55:00",309396,Tanker,Liberia,DUBAI,"DUBAI U.A.E",Moored,2009,333.0,60.0,AE,21.6,5.8,"Crude Oil Tanker",2008-10-16,9410399,,636018827,"Arabian Gulf","Dubai Area",AEDXB
"SEACON 7",DAMMAM,"2024-03-26 03:00:00","2024-03-26 02:49:00",56880,Cargo,Panama,"DAMMAM ANCH","SA DMN","At Anchor",2012,190.0,32.3,SA,13.1,4.3,"Bulk Carrier",,9487665,,373516000,"Arabian Gulf","Persian Gulf",
"HARVEY SPIRIT",FOURCHON,"2024-03-26 03:00:00","2024-03-26 06:51:00",3671,"Special Craft",USA,FOURCHON,FOURCHON,Moored,2006,79.3,18.3,US,5.0,2.9,"Supply Vessel",2006-07-28,9388106,,368584000,"Gulf of Mexico","Gulf of Mexico",USFOC
"ISA VICTORY",TELUKBAYUR,"2024-03-26 03:00:00","2024-03-26 12:39:00",8237,Cargo,Indonesia,TELUKBAYUR,"ID-TELUK BAYUR",Stopped,1993,109.7,18.3,ID,7.9,3.4,"General Cargo",,9060716,,525012309,Indonesia,Indonesia,IDTBR
"SEROJA X","BATU AMPAR","2024-03-26 03:00:00","2024-03-26 21:36:00",4175,Tanker,Indonesia,"BATU AMPAR",BATAM,Stopped,2014,89.3,15.0,ID,4.5,1.5,"Special Tanker",,9735725,,525020223,Indonesia,"Singapore Area",IDBUR
"MC LIBERTY",MANILA,"2024-03-26 03:00:00","2024-03-26 02:53:00",6366,Cargo,Philippines,"MANILA ANCH","N.H MANILA","At Anchor",1997,99.9,17.0,PH,7.7,4.1,"General Cargo",,9157143,,548717500,Philippines,Philippines,
NANOPLON,"LES SABLES D OLONNE","2024-03-26 03:00:00","2024-03-26 00:51:00",,"Search and Rescue",France,"LES SABLES D OLONNE","LES SABLES D'OLONNE",Moored,,30.0,12.0,FR,3.8,2.4,"Search & Rescue",,0,0,228408800,"UK Coast & Atlantic","Biscay Bay",FRLSO
ATTAF,MUBARRAZ,"2024-03-26 03:00:00","2024-03-26 15:01:00",340,"Special Craft",UAE,"DAS ISLAND",MUBARAZ,"Restricted Manoeuvrability",2010,35.8,14.5,AE,6.5,4.8,"Fire Fighting Vessel",,9566265,,470414000,"Arabian Gulf","Persian Gulf",AEDAS
"NEW CHALLENGE",ULSAN,"2024-03-26 03:00:00","2024-03-27 05:16:00",5657,Tanker,Korea,"ULSAN ANCH","KR USN","At Anchor",2008,105.6,16.6,KR,8.1,3.7,"Oil/Chemical Tanker",2008-06-04,9409376,,441509000,"North China","North China",
WHISTLER,HAMILTON,"2024-03-26 03:00:00","2024-03-26 05:51:00",37272,Cargo,"Marshall Is",HAMILTON,HAMILTON,Moored,2007,199.9,23.7,CA,11.6,4.5,"Bulk Carrier",2007-04-08,9358371,,538010692,"Great Lakes","Lake Ontario",CAHAM
"YICK BARGE 303","BOFFA ANCH","2024-03-26 03:05:00","2024-03-26 01:16:00",,Cargo,Liberia,,,Stopped,,111.0,30.0,,9.4,9.4,"Other Cargo",,0,0,636019460,"West Africa","West Africa",
"SAN SILVESTRO","SAN BENEDETTO DEL TR","2024-03-26 03:33:00","2024-03-26 01:49:00",,Fishing,Italy,"SAN BENEDETTO DEL TR",,"Engaged in Fishing",,28.0,6.0,IT,2.8,2.8,"Other Fishing",,0,,247091120,"Adriatic Sea","Adriatic Sea",ITSDB
