IMO number,MMSI,Name of the ship,Former names,Vessel type,Operating status,Flag,Gross tonnage,Deadweight,Length,Breadth,Engine type,Year of build,Builder,Classification society,Home port,Owner,Manager,Description,Engine model,Engine power
9362449,255806449,RIO CHARLESTON,RIO CHARLESTON                                                                               (2021)                          CSAV LONQUIMAY                                                                               (2013),Container ship,Active,Portugal,40807 tons,55301 tons,260 m,32 m,MAN-B&W,2008,"HYUNDAI SAMHO HEAVY INDUSTRIES CO. LTD. - MOKPO, SOUTH KOREA",GERMANISCHER LLOYD,MONROVIA,"MPC MUNCHMEYER PETERSEN STEAMSHIP - HAMBURG, GERMANY","MPC MUNCHMEYER PETERSEN STEAMSHIP - HAMBURG, GERMANY","RIO CHARLESTON is a Container ship built in 2008 by HYUNDAI SAMHO HEAVY INDUSTRIES CO. LTD. - MOKPO, SOUTH KOREA. Currently sailing under the flag of Portugal. Formerly also known as RIO CHARLESTON, CSAV LONQUIMAY. It's gross tonnage is 40807 tons.",8K90MC-C,36545 KW
9590723,241236000,LADY MALOU,LADY MALOU-TRIAL                                                                               (2012),Chemical/Oil tanker,Active,Greece,29762 tons,51486 tons,183 m,32 m,,2013,"HYUNDAI MIPO DOCKYARD CO. LTD. - ULSAN, SOUTH KOREA",LLOYD'S SHIPPING REGISTER,PIRAEUS,"CONSOLIDATED MARINE MANAGEMENT - ATHENS, GREECE","CONSOLIDATED MARINE MANAGEMENT - ATHENS, GREECE","LADY MALOU is a Chemical/Oil tanker built in 2013 by HYUNDAI MIPO DOCKYARD CO. LTD. - ULSAN, SOUTH KOREA. Currently sailing under the flag of Greece. Formerly also known as LADY MALOU-TRIAL. It's gross tonnage is 29762 tons.",,
9135743,257870000,NORVAAG,FRI LANGESUND                                                                               (2021)                          FRI LANGESUND                                                                               (2021)                          FRI LANGESUND                                                                               (2015)                          AB DUBLIN                                                                               (2012)                          AB DUBLIN                                                                               (2012)                          A.B.DUBLIN                                                                               (2012)                          SAAR DUBLIN                                                                               (1997),General cargo vessel,Active,Norway,2844 tons,4211 tons,89 m,13 m,Akasaka,1997,"DAMEN SHIPYARD HOOGEZAND - HOOGEZAND, NETHERLANDS",BUREAU VERITAS,LIMASSOL,"KOPERVIK SHIPPING - KOPERVIK, NORWAY","KOPERVIK SHIPPING - KOPERVIK, NORWAY","NORVAAG is a General cargo vessel built in 1997 by DAMEN SHIPYARD HOOGEZAND - HOOGEZAND, NETHERLANDS. Currently sailing under the flag of Norway. Formerly also known as FRI LANGESUND, FRI LANGESUND, FRI LANGESUND, AB DUBLIN, AB DUBLIN, A.B.DUBLIN, SAAR DUBLIN. It's gross tonnage is 2844 tons.",6UEC37LA,1800 KW
9578646,311000438,ATLANTA SPIRIT,PRINCIMAR HOPE                                                                               (2015)                          COSTAS P.                                                                               (2011),Crude oil tanker,Active,Bahamas,81509 tons,158650 tons,274 m,48 m,,2011,"SAMSUNG SHIPBUILDING & HEAVY INDUSTRIES CO. LTD. - GEOJE, SOUTH KOREA",LLOYD'S SHIPPING REGISTER,NASSAU,"PRINCIPAL MARITIME MANAGEMENT - SOUTHPORT CT, United States (USA)","PRINCIPAL MARITIME MANAGEMENT - SOUTHPORT CT, United States (USA)","ATLANTA SPIRIT is a Crude oil tanker built in 2011 by SAMSUNG SHIPBUILDING & HEAVY INDUSTRIES CO. LTD. - GEOJE, SOUTH KOREA. Currently sailing under the flag of Bahamas. Formerly also known as PRINCIMAR HOPE, COSTAS P.. It's gross tonnage is 81509 tons.",,
9449821,255806097,AS ROMINA,AS ROMINA                                                                               (2017)                          MEDPEARL                                                                               (2013),Container ship,Active,Portugal,17068 tons,21281 tons,180 m,25 m,MAN-B&W,2009,"ZHEJIANG OUHUA SHIPBUILDING - ZHOUSHAN, CHINA",GERMANISCHER LLOYD,MONROVIA,"BUSS REEDEREI - LEER, GERMANY","BUSS REEDEREI - LEER, GERMANY","AS ROMINA is a Container ship built in 2009 by ZHEJIANG OUHUA SHIPBUILDING - ZHOUSHAN, CHINA. Currently sailing under the flag of Portugal. Formerly also known as AS ROMINA, MEDPEARL. It's gross tonnage is 17068 tons.",8L58/64,11200 KW
9711509,241387000,ASTIPALEA,"ASTIPALEA                                                                               (2018, Greece)                          ASTEMQLEA                                                                               (2018, Greece)                          NB                                                                               (2018, Greece)",LPG carrier,Active,Greece,13794 tons,15034 tons,147 m,24 m,MAN-B&W,2015,"HYUNDAI MIPO DOCKYARD CO. LTD. - ULSAN, SOUTH KOREA",,,"ELETSON - ATHENS, GREECE","ELETSON - ATHENS, GREECE","ASTIPALEA is a LPG carrier built in 2015 by HYUNDAI MIPO DOCKYARD CO. LTD. - ULSAN, SOUTH KOREA. Currently sailing under the flag of Greece. Formerly also known as ASTIPALEA, ASTEMQLEA, NB. It's gross tonnage is 13794 tons.",6S46ME-B,6430 KW
9238741,636016429,MSC MARGARITA,"USC MA WARITA X                                                                               (2019, Liberia)                          CAP VERDE                                                                               (2013, Liberia)                          V8ZVQDD                                                                               (2013, Liberia)                          SANTA VIRGINIA                                                                               (2010, Liberia)                          OOCL THAILAND                                                                               (2009, Liberia)",Container ship,Active,Liberia,66500 tons,71135 tons,277 m,40 m,MAN-B&W,2002,"SAMSUNG SHIPBUILDING & HEAVY INDUSTRIES CO. LTD. - GEOJE, SOUTH KOREA",GERMANISCHER LLOYD,MONROVIA,,,"MSC MARGARITA is a Container ship built in 2002 by SAMSUNG SHIPBUILDING & HEAVY INDUSTRIES CO. LTD. - GEOJE, SOUTH KOREA. Currently sailing under the flag of Liberia. Formerly also known as USC MA WARITA X, CAP VERDE, V8ZVQDD, SANTA VIRGINIA, OOCL THAILAND. It's gross tonnage is 66500 tons.",12K90MC,74640 KW
9285665,636020498,MSC YOKOHAMA,MSC YOKOHAMA                                                                               (2021)                          E.R. YOKOHAMA                                                                               (2021)                          E.R.YOKOHAMA                                                                               (2021)                          E.R. YOKOHAMA                                                                               (2019)                          COSCO YOKOHAMA                                                                               (2013)                          E.R.YOKOHAMA                                                                               (2004),Container ship,Active,Liberia,83133 tons,93659 tons,299 m,42 m,Sulzer,2004,"HYUNDAI HEAVY INDUSTRIES CO. LTD. - ULSAN, SOUTH KOREA",GERMANISCHER LLOYD,,"ER SCHIFFAHRT - HAMBURG, GERMANY","ER SCHIFFAHRT - HAMBURG, GERMANY","MSC YOKOHAMA is a Container ship built in 2004 by HYUNDAI HEAVY INDUSTRIES CO. LTD. - ULSAN, SOUTH KOREA. Currently sailing under the flag of Liberia. Formerly also known as MSC YOKOHAMA, E.R. YOKOHAMA, E.R.YOKOHAMA, E.R. YOKOHAMA, COSCO YOKOHAMA, E.R.YOKOHAMA. It's gross tonnage is 83133 tons.",12RTA-96C,68640 KW
9470997,636019845,MOUNT KIBO,MOUNT KIBO                                                                               (2020),Chemical tanker,Active,Liberia,23313 tons,37843 tons,184 m,27 m,,2010,"HYUNDAI MIPO DOCKYARD CO. LTD. - ULSAN, SOUTH KOREA",LLOYD'S SHIPPING REGISTER,MONROVIA,"DONNELLY TANKER MANAGEMENT - LIMASSOL, CYPRUS","DONNELLY TANKER MANAGEMENT - LIMASSOL, CYPRUS","MOUNT KIBO is a Chemical tanker built in 2010 by HYUNDAI MIPO DOCKYARD CO. LTD. - ULSAN, SOUTH KOREA. Currently sailing under the flag of Liberia. Formerly also known as MOUNT KIBO. It's gross tonnage is 23313 tons.",,
9391945,248033000,EMERALD,,Oil tanker,Active,Malta,27015 tons,47302 tons,183 m,32 m,MAN-B&W,2009,"ONOMICHI DOCKYARD - ONOMICHI, JAPAN",LLOYD'S SHIPPING REGISTER,VALLETTA,"SOCOMAR - SORRENTO, ITALY","SOCOMAR - SORRENTO, ITALY","EMERALD is a Oil tanker built in 2009 by ONOMICHI DOCKYARD - ONOMICHI, JAPAN. Currently sailing under the flag of Malta. It's gross tonnage is 27015 tons.",,
9618305,256858000,MSC ATHENS,"M 790                                                                               (2018, Malta)                          MSC ATHENS                                                                               (2015, Greece)",Container ship,Active,Malta,95390 tons,110853 tons,299 m,48 m,,2013,"SUNGDONG SHIPBUILDING & MARINE ENGINEERING CO. LTD. - TONGYOUNG, SOUTH KOREA",GERMANISCHER LLOYD,VALLETTA,"COSTAMARE SHIPPING - ATHENS, GREECE","COSTAMARE SHIPPING - ATHENS, GREECE","MSC ATHENS is a Container ship built in 2013 by SUNGDONG SHIPBUILDING & MARINE ENGINEERING CO. LTD. - TONGYOUNG, SOUTH KOREA. Currently sailing under the flag of Malta. Formerly also known as M 790, MSC ATHENS. It's gross tonnage is 95390 tons.",,
9618290,352619000,MSC ADELAIDE,"MSC A                                                                               (2018, Panama)",Container ship,Active,Panama,95390 tons,110617 tons,300 m,48 m,,2013,"SUNGDONG SHIPBUILDING & MARINE ENGINEERING CO. LTD. - TONGYOUNG, SOUTH KOREA",GERMANISCHER LLOYD,,"MSC MEDITERRANEAN SHIPPING - GENEVA, SWITZERLAND","MSC MEDITERRANEAN SHIPPING - GENEVA, SWITZERLAND","MSC ADELAIDE is a Container ship built in 2013 by SUNGDONG SHIPBUILDING & MARINE ENGINEERING CO. LTD. - TONGYOUNG, SOUTH KOREA. Currently sailing under the flag of Panama. Formerly also known as MSC A. It's gross tonnage is 95390 tons.",,
9404625,244036000,CORAL LEAF,,LPG carrier,Active,Netherlands,5441 tons,4999 tons,108 m,16 m,MAK,2008,"CANTIERE NAVALE DE POLI - VENEZIA, ITALY",BUREAU VERITAS,ROTTERDAM,"VEDER REDERIJ - ROTTERDAM, NETHERLANDS","VEDER REDERIJ - ROTTERDAM, NETHERLANDS","CORAL LEAF is a LPG carrier built in 2008 by CANTIERE NAVALE DE POLI - VENEZIA, ITALY. Currently sailing under the flag of Netherlands. It's gross tonnage is 5441 tons.",9M32C,4500 KW
9231822,477634600,ZIM SHANGHAI,ZIM SHANGHAI                                                                               (2009),Container ship,Active,Hong Kong,53453 tons,66685 tons,294 m,32 m,,2002,"HYUNDAI HEAVY INDUSTRIES CO. LTD. - ULSAN, SOUTH KOREA",AMERICAN BUREAU OF SHIPPING,HONG KONG,"COSTAMARE SHIPMANAGEMENT - SHANGHAI, CHINA","COSTAMARE SHIPMANAGEMENT - SHANGHAI, CHINA","ZIM SHANGHAI is a Container ship built in 2002 by HYUNDAI HEAVY INDUSTRIES CO. LTD. - ULSAN, SOUTH KOREA. Currently sailing under the flag of Hong Kong. Formerly also known as ZIM SHANGHAI. It's gross tonnage is 53453 tons.",,
9339272,372973000,MSC PINA,,Container ship,Active,Panama,107849 tons,117236 tons,336 m,45 m,,2007,"SAMSUNG SHIPBUILDING & HEAVY INDUSTRIES CO. LTD. - GEOJE, SOUTH KOREA",GERMANISCHER LLOYD,,"MEDITERRANEAN SHIPPING - SORRENTO, ITALY","MEDITERRANEAN SHIPPING - SORRENTO, ITALY","MSC PINA is a Container ship built in 2007 by SAMSUNG SHIPBUILDING & HEAVY INDUSTRIES CO. LTD. - GEOJE, SOUTH KOREA. Currently sailing under the flag of Panama. It's gross tonnage is 107849 tons.",,
9354272,636018924,AQUARIUS,PTI PHOENIX                                                                               (2018)                          PTI PHOENIX                                                                               (2018)                          ST. PETRI                                                                               (2017)                          ST PETRI                                                                               (2013)                          PRETTY TIME                                                                               (2012)                          PRETTY_TIME                                                                               (2012),Chemical/Oil tanker,Active,Liberia,30068 tons,51268 tons,183 m,32 m,MAN,2007,"STX SHIPBUILDING CO. LTD. - SEOUL, SOUTH KOREA",BUREAU VERITAS,HONG KONG,"PARAKOU SHIPMANAGEMENT - HELLERUP, DENMARK","PARAKOU SHIPMANAGEMENT - HELLERUP, DENMARK","AQUARIUS is a Chemical/Oil tanker built in 2007 by STX SHIPBUILDING CO. LTD. - SEOUL, SOUTH KOREA. Currently sailing under the flag of Liberia. Formerly also known as PTI PHOENIX, PTI PHOENIX, ST. PETRI, ST PETRI, PRETTY TIME, PRETTY_TIME. It's gross tonnage is 30068 tons.",6s70mc,9480 KW
9402043,305078000,BBC CAROLINA,"BBC CAROLINA 0                                                                               (2018, Bangladesh)                          YONG LE JUN ER                                                                               (2018, China)                          FANTASTIC                                                                               (2011, Antigua & Barbuda)                          BELUGA FANTASTIC                                                                               (2011, Antigua & Barbuda)",General cargo vessel,Active,Antigua & Barbuda,9611 tons,12705 tons,138 m,21 m,MAK,2007,"JIANGDONG SHIPYARD - WUHU, CHINA",GERMANISCHER LLOYD,SAINT JOHN'S,"BUSS REEDEREI - LEER, GERMANY","BUSS REEDEREI - LEER, GERMANY","BBC CAROLINA is a General cargo vessel built in 2007 by JIANGDONG SHIPYARD - WUHU, CHINA. Currently sailing under the flag of Antigua & Barbuda. Formerly also known as BBC CAROLINA 0, YONG LE JUN ER, FANTASTIC, BELUGA FANTASTIC. It's gross tonnage is 9611 tons.",6M43C,5400 KW
9467160,255805875,KLARA,PACIFIC WINTER                                                                               (2020)                          PACIFIC WINTER                                                                               (2016)                          THORCO WANETA                                                                               (2015)                          RICKMERS CHENNAI                                                                               (2013)                          HYUNDAI WINTER                                                                               (2013)                          TASMAN SEA WINTER                                                                               (2012)                          TASMAN  WINTER                                                                               (2012)                          TESIMANHAI  WINTER                                                                               (2012)                          TESIMANHAI WINTER                                                                               (2012),General cargo vessel,Active,Portugal,15549 tons,19359 tons,166 m,23 m,MAN,2012,"QINGSHAN SHIPYARD - WUHAN, CHINA",GERMANISCHER LLOYD,MONROVIA,"WINTER REEDEREI - HAMBURG, GERMANY","WINTER REEDEREI - HAMBURG, GERMANY","KLARA is a General cargo vessel built in 2012 by QINGSHAN SHIPYARD - WUHAN, CHINA. Currently sailing under the flag of Portugal. Formerly also known as PACIFIC WINTER, PACIFIC WINTER, THORCO WANETA, RICKMERS CHENNAI, HYUNDAI WINTER, TASMAN SEA WINTER, TASMAN  WINTER, TESIMANHAI  WINTER, TESIMANHAI WINTER. It's gross tonnage is 15549 tons.",Man 7l58/64,9800 KW
9384112,215057000,VALCADORE,VALCADORE                                                                               (2019),Chemical/Oil tanker,Active,Malta,23335 tons,37481 tons,184 m,27 m,,2008,"HYUNDAI MIPO DOCKYARD CO. LTD. - ULSAN, SOUTH KOREA",BUREAU VERITAS,VALLETTA,"MONTANARI NAVIGAZIONE - FANO, ITALY","MONTANARI NAVIGAZIONE - FANO, ITALY","VALCADORE is a Chemical/Oil tanker built in 2008 by HYUNDAI MIPO DOCKYARD CO. LTD. - ULSAN, SOUTH KOREA. Currently sailing under the flag of Malta. Formerly also known as VALCADORE. It's gross tonnage is 23335 tons.",,
